total bytes,data bytes,header bytes,runtime,
10340,10240,100,0.17611408233642578,
10340,10240,100,0.13272380828857422,
10340,10240,100,0.11717677116394043,
10340,10240,100,0.13155007362365723,
10340,10240,100,0.1687760353088379,
10340,10240,100,0.14241504669189453,
10340,10240,100,0.15450501441955566,
10340,10240,100,0.15898799896240234,
10340,10240,100,0.13126015663146973,
10340,10240,100,0.13372206687927246,
10340,10240,100,0.16678404808044434,
10340,10240,100,0.11628198623657227,
10340,10240,100,0.11153101921081543,
10340,10240,100,0.1435389518737793,
10340,10240,100,0.2619450092315674,
10340,10240,100,0.23248791694641113,
10340,10240,100,0.18007397651672363,
10340,10240,100,0.11261105537414551,
10340,10240,100,0.14386987686157227,
10340,10240,100,0.12714481353759766,
10340,10240,100,0.13274002075195312,
10340,10240,100,0.1420290470123291,
10340,10240,100,0.12772703170776367,
10340,10240,100,0.11321115493774414,
10340,10240,100,0.1292259693145752,
10340,10240,100,0.15952801704406738,
10340,10240,100,0.13041305541992188,
10340,10240,100,0.12468290328979492,
10340,10240,100,0.13414502143859863,
10340,10240,100,0.1460587978363037,
10340,10240,100,0.12784194946289062,
10340,10240,100,0.1254749298095703,
10340,10240,100,0.14678001403808594,
10340,10240,100,0.12777304649353027,
10340,10240,100,0.12654399871826172,
10340,10240,100,0.13912200927734375,
10340,10240,100,0.12557387351989746,
10340,10240,100,0.13940906524658203,
10340,10240,100,0.14696598052978516,
10340,10240,100,0.13903093338012695,
10340,10240,100,0.12246298789978027,
10340,10240,100,0.1557300090789795,
10340,10240,100,0.15386509895324707,
10340,10240,100,0.14900708198547363,
10340,10240,100,0.1698439121246338,
10340,10240,100,0.14322400093078613,
10340,10240,100,0.1460399627685547,
10340,10240,100,0.13416504859924316,
10340,10240,100,0.13607501983642578,
10340,10240,100,0.13910198211669922,
10340,10240,100,0.13820600509643555,
10340,10240,100,0.12971186637878418,
10340,10240,100,0.11526203155517578,
10340,10240,100,0.1345059871673584,
10340,10240,100,0.13176584243774414,
10340,10240,100,0.12543106079101562,
10340,10240,100,0.14126300811767578,
10340,10240,100,0.14220809936523438,
10340,10240,100,0.12546086311340332,
10340,10240,100,0.11803388595581055,
10340,10240,100,0.1392049789428711,
10340,10240,100,0.13190793991088867,
10340,10240,100,0.11521005630493164,
10340,10240,100,0.14734697341918945,
10340,10240,100,0.14689207077026367,
10340,10240,100,0.1119389533996582,
10340,10240,100,0.13117599487304688,
10340,10240,100,0.17187094688415527,
10340,10240,100,0.11300110816955566,
10340,10240,100,0.10990214347839355,
10340,10240,100,0.13773202896118164,
10340,10240,100,0.12429404258728027,
10340,10240,100,0.11141300201416016,
10340,10240,100,0.10737800598144531,
10340,10240,100,0.11399292945861816,
10340,10240,100,0.13258910179138184,
10340,10240,100,0.11057496070861816,
10340,10240,100,0.12211203575134277,
10340,10240,100,0.14165997505187988,
10340,10240,100,0.11766695976257324,
10340,10240,100,0.14748716354370117,
10340,10240,100,0.13906192779541016,
10340,10240,100,0.15214800834655762,
10340,10240,100,0.12850594520568848,
10340,10240,100,0.14665889739990234,
10340,10240,100,0.1588578224182129,
10340,10240,100,0.15802884101867676,
10340,10240,100,0.14746809005737305,
