runtime,header bytes, body bytes
0.005012035369873047,117,1048576,
0.008265256881713867,117,1048576,
0.00722193717956543,117,1048576,
0.007692098617553711,117,1048576,
0.003996133804321289,117,1048576,
0.004683971405029297,117,1048576,
0.007348060607910156,117,1048576,
0.0039250850677490234,117,1048576,
0.004509925842285156,117,1048576,
0.007189273834228516,117,1048576,
0.007350921630859375,117,1048576,
0.0039010047912597656,117,1048576,
0.008045196533203125,117,1048576,
0.0040819644927978516,117,1048576,
0.0034608840942382812,117,1048576,
0.004494905471801758,117,1048576,
0.007643699645996094,117,1048576,
0.0035572052001953125,117,1048576,
0.00709986686706543,117,1048576,
0.006753206253051758,117,1048576,
0.007625102996826172,117,1048576,
0.008244991302490234,117,1048576,
0.007775068283081055,117,1048576,
0.00446319580078125,117,1048576,
0.0029098987579345703,117,1048576,
0.0029850006103515625,117,1048576,
0.0023119449615478516,117,1048576,
0.002496004104614258,117,1048576,
0.002528667449951172,117,1048576,
0.0025110244750976562,117,1048576,
0.0024557113647460938,117,1048576,
0.002460956573486328,117,1048576,
0.002462148666381836,117,1048576,
0.002538919448852539,117,1048576,
0.0024771690368652344,117,1048576,
0.0024580955505371094,117,1048576,
0.002692699432373047,117,1048576,
0.0027608871459960938,117,1048576,
0.0026988983154296875,117,1048576,
0.0027379989624023438,117,1048576,
0.0023827552795410156,117,1048576,
0.0027399063110351562,117,1048576,
0.0028007030487060547,117,1048576,
0.0028378963470458984,117,1048576,
0.002908945083618164,117,1048576,
0.002746105194091797,117,1048576,
0.0027010440826416016,117,1048576,
0.0025200843811035156,117,1048576,
0.0023720264434814453,117,1048576,
0.0024251937866210938,117,1048576,
0.0024220943450927734,117,1048576,
0.002357959747314453,117,1048576,
0.002355813980102539,117,1048576,
0.0025110244750976562,117,1048576,
0.0023691654205322266,117,1048576,
0.0022788047790527344,117,1048576,
0.002282857894897461,117,1048576,
0.002329111099243164,117,1048576,
0.002292156219482422,117,1048576,
0.002238035202026367,117,1048576,
0.002477884292602539,117,1048576,
0.0023317337036132812,117,1048576,
0.0023059844970703125,117,1048576,
0.002413034439086914,117,1048576,
0.0022840499877929688,117,1048576,
0.002218008041381836,117,1048576,
0.0025091171264648438,117,1048576,
0.002410888671875,117,1048576,
0.0022559165954589844,117,1048576,
0.002315998077392578,117,1048576,
0.002299070358276367,117,1048576,
0.0025908946990966797,117,1048576,
0.0025000572204589844,117,1048576,
0.002301931381225586,117,1048576,
0.002357006072998047,117,1048576,
0.002424001693725586,117,1048576,
0.0021791458129882812,117,1048576,
0.002222776412963867,117,1048576,
0.004858970642089844,117,1048576,
0.004166841506958008,117,1048576,
0.0027370452880859375,117,1048576,
0.002847909927368164,117,1048576,
0.003015279769897461,117,1048576,
0.002716064453125,117,1048576,
0.0029518604278564453,117,1048576,
0.002794981002807617,117,1048576,
0.0027608871459960938,117,1048576,
0.002460002899169922,117,1048576,
0.002344846725463867,117,1048576,
0.0024449825286865234,117,1048576,
0.0022552013397216797,117,1048576,
0.0024242401123046875,117,1048576,
0.002213001251220703,117,1048576,
0.0022809505462646484,117,1048576,
0.0022749900817871094,117,1048576,
0.002485036849975586,117,1048576,
0.0027620792388916016,117,1048576,
0.0023832321166992188,117,1048576,
0.0022330284118652344,117,1048576,
0.0021800994873046875,117,1048576,
