runtime,header bytes, body bytes
0.3665478229522705,165,1048576,
0.30536675453186035,165,1048576,
0.3899252414703369,165,1048576,
0.4325523376464844,165,1048576,
0.5160939693450928,165,1048576,
0.5630629062652588,165,1048576,
0.5538511276245117,165,1048576,
0.49724316596984863,165,1048576,
0.37079596519470215,165,1048576,
0.37570881843566895,165,1048576,
0.5636911392211914,165,1048576,
0.38230085372924805,165,1048576,
0.40778279304504395,165,1048576,
0.5443639755249023,165,1048576,
0.4086446762084961,165,1048576,
0.6756200790405273,165,1048576,
0.46777796745300293,165,1048576,
0.375385046005249,165,1048576,
0.5160200595855713,165,1048576,
0.35236501693725586,165,1048576,
0.4132111072540283,165,1048576,
0.4214150905609131,165,1048576,
0.43657994270324707,165,1048576,
0.5465850830078125,165,1048576,
0.604712963104248,165,1048576,
1.0109450817108154,165,1048576,
0.5196640491485596,165,1048576,
0.4377262592315674,165,1048576,
0.44481801986694336,165,1048576,
0.7238359451293945,165,1048576,
0.44005823135375977,165,1048576,
0.4470491409301758,165,1048576,
0.47878313064575195,165,1048576,
0.44020509719848633,165,1048576,
0.39842700958251953,165,1048576,
0.463181734085083,165,1048576,
0.43532800674438477,165,1048576,
0.4728541374206543,165,1048576,
0.73195481300354,165,1048576,
0.6732852458953857,165,1048576,
0.44879627227783203,165,1048576,
0.4699878692626953,165,1048576,
0.43305087089538574,165,1048576,
0.5049006938934326,165,1048576,
0.44954490661621094,165,1048576,
0.6647660732269287,165,1048576,
0.5026628971099854,165,1048576,
0.571394681930542,165,1048576,
0.6580839157104492,165,1048576,
0.6076867580413818,165,1048576,
0.6161983013153076,165,1048576,
0.7862370014190674,165,1048576,
0.6687240600585938,165,1048576,
0.7740840911865234,165,1048576,
0.5739080905914307,165,1048576,
0.5629420280456543,165,1048576,
0.6202218532562256,165,1048576,
0.5113799571990967,165,1048576,
0.4112403392791748,165,1048576,
0.4688398838043213,165,1048576,
0.6088330745697021,165,1048576,
0.49123263359069824,165,1048576,
0.3975400924682617,165,1048576,
0.5492839813232422,165,1048576,
0.6650338172912598,165,1048576,
0.4565551280975342,165,1048576,
0.370682954788208,165,1048576,
0.41016197204589844,165,1048576,
0.4042632579803467,165,1048576,
0.522489070892334,165,1048576,
0.5206589698791504,165,1048576,
0.8564631938934326,165,1048576,
0.8775150775909424,165,1048576,
0.942575216293335,165,1048576,
1.006007194519043,165,1048576,
0.43962883949279785,165,1048576,
0.3845219612121582,165,1048576,
0.4009122848510742,165,1048576,
0.6351308822631836,165,1048576,
0.5543727874755859,165,1048576,
0.5118629932403564,165,1048576,
0.524791955947876,165,1048576,
0.44338512420654297,165,1048576,
0.48192906379699707,165,1048576,
0.5199301242828369,165,1048576,
0.48104214668273926,165,1048576,
0.5934929847717285,165,1048576,
0.8149149417877197,165,1048576,
0.5271358489990234,165,1048576,
0.5043601989746094,165,1048576,
0.5182180404663086,165,1048576,
0.8436200618743896,165,1048576,
0.8328869342803955,165,1048576,
0.5844948291778564,165,1048576,
0.46300697326660156,165,1048576,
0.7444560527801514,165,1048576,
0.5675468444824219,165,1048576,
0.6917970180511475,165,1048576,
0.613502025604248,165,1048576,
