total bytes,data bytes,header bytes,runtime,
10454,10252,202,0.01530599594116211,
10454,10252,202,0.017711877822875977,
10454,10252,202,0.04944491386413574,
10454,10252,202,0.12299704551696777,
10454,10252,202,0.013859033584594727,
10454,10252,202,0.13081598281860352,
10454,10252,202,0.01528310775756836,
10454,10252,202,0.013278961181640625,
10454,10252,202,0.011826038360595703,
10454,10252,202,0.010982990264892578,
10454,10252,202,0.00972890853881836,
10454,10252,202,0.010987997055053711,
10454,10252,202,0.011555910110473633,
10454,10252,202,0.012970924377441406,
10454,10252,202,0.012014150619506836,
10454,10252,202,0.01163792610168457,
10454,10252,202,0.011146068572998047,
10454,10252,202,0.012558937072753906,
10454,10252,202,0.013016939163208008,
10454,10252,202,0.009168863296508789,
10454,10252,202,0.01254892349243164,
10454,10252,202,0.0101318359375,
10454,10252,202,0.010338783264160156,
10454,10252,202,0.012014150619506836,
10454,10252,202,0.013921022415161133,
10454,10252,202,0.011569976806640625,
10454,10252,202,0.010090112686157227,
10454,10252,202,0.011163949966430664,
10454,10252,202,0.011948108673095703,
10454,10252,202,0.013362884521484375,
10454,10252,202,0.011435985565185547,
10454,10252,202,0.012230873107910156,
10454,10252,202,0.12858200073242188,
10454,10252,202,0.02359294891357422,
10454,10252,202,0.013334989547729492,
10454,10252,202,0.010654926300048828,
10454,10252,202,0.01256108283996582,
10454,10252,202,0.015172958374023438,
10454,10252,202,0.012994050979614258,
10454,10252,202,0.013802051544189453,
10454,10252,202,0.12136387825012207,
10454,10252,202,0.012228012084960938,
10454,10252,202,0.017615079879760742,
10454,10252,202,0.012033939361572266,
10454,10252,202,0.010516881942749023,
10454,10252,202,0.012552022933959961,
10454,10252,202,0.011314868927001953,
10454,10252,202,0.011110067367553711,
10454,10252,202,0.01991891860961914,
10454,10252,202,0.011294126510620117,
10454,10252,202,0.011494874954223633,
10454,10252,202,0.010695934295654297,
10454,10252,202,0.011752128601074219,
10454,10252,202,0.014081954956054688,
10454,10252,202,0.010284185409545898,
10454,10252,202,0.009985923767089844,
10454,10252,202,0.02065300941467285,
10454,10252,202,0.01442098617553711,
10454,10252,202,0.014838933944702148,
10454,10252,202,0.015234947204589844,
10454,10252,202,0.030340909957885742,
10454,10252,202,0.021760940551757812,
10454,10252,202,0.030453920364379883,
10454,10252,202,0.012742042541503906,
10454,10252,202,0.018957138061523438,
10454,10252,202,0.013682126998901367,
10454,10252,202,0.019320011138916016,
10454,10252,202,0.02297520637512207,
10454,10252,202,0.02050614356994629,
10454,10252,202,0.015871047973632812,
10454,10252,202,0.015664100646972656,
10454,10252,202,0.022542953491210938,
10454,10252,202,0.0177609920501709,
10454,10252,202,0.17605996131896973,
10454,10252,202,0.011837005615234375,
10454,10252,202,0.01249384880065918,
10454,10252,202,0.020219087600708008,
10454,10252,202,0.01622796058654785,
10454,10252,202,0.012335062026977539,
10454,10252,202,0.019756078720092773,
10454,10252,202,0.013883829116821289,
10454,10252,202,0.02386784553527832,
10454,10252,202,0.017520904541015625,
10454,10252,202,0.016332149505615234,
10454,10252,202,0.02402496337890625,
10454,10252,202,0.015776872634887695,
10454,10252,202,0.014396905899047852,
10454,10252,202,0.0163881778717041,
10454,10252,202,0.016071081161499023,
10454,10252,202,0.013796091079711914,
10454,10252,202,0.014528989791870117,
10454,10252,202,0.011257171630859375,
10454,10252,202,0.015375137329101562,
10454,10252,202,0.011253118515014648,
10454,10252,202,0.012182950973510742,
10454,10252,202,0.022285938262939453,
10454,10252,202,0.012166976928710938,
10454,10252,202,0.012866973876953125,
10454,10252,202,0.023296117782592773,
10454,10252,202,0.012521028518676758,
10454,10252,202,0.016577959060668945,
10454,10252,202,0.016013145446777344,
10454,10252,202,0.013895988464355469,
10454,10252,202,0.0174710750579834,
10454,10252,202,0.016195058822631836,
10454,10252,202,0.029766082763671875,
10454,10252,202,0.01671004295349121,
10454,10252,202,0.022097110748291016,
10454,10252,202,0.013502120971679688,
10454,10252,202,0.01128697395324707,
10454,10252,202,0.017257213592529297,
10454,10252,202,0.012037038803100586,
10454,10252,202,0.023426055908203125,
10454,10252,202,0.015543937683105469,
10454,10252,202,0.018175840377807617,
10454,10252,202,0.012287139892578125,
10454,10252,202,0.013042926788330078,
10454,10252,202,0.01522684097290039,
10454,10252,202,0.00946807861328125,
10454,10252,202,0.010243892669677734,
10454,10252,202,0.017187118530273438,
10454,10252,202,0.013998031616210938,
10454,10252,202,0.014266014099121094,
10454,10252,202,0.009415864944458008,
10454,10252,202,0.00898289680480957,
10454,10252,202,0.008275985717773438,
10454,10252,202,0.017561912536621094,
10454,10252,202,0.009203910827636719,
10454,10252,202,0.012799978256225586,
10454,10252,202,0.009824991226196289,
10454,10252,202,0.011004209518432617,
10454,10252,202,0.011291980743408203,
10454,10252,202,0.009325981140136719,
10454,10252,202,0.009458065032958984,
10454,10252,202,0.008836030960083008,
10454,10252,202,0.011554956436157227,
10454,10252,202,0.012761116027832031,
10454,10252,202,0.010584115982055664,
10454,10252,202,0.016112089157104492,
10454,10252,202,0.01038980484008789,
10454,10252,202,0.010032176971435547,
10454,10252,202,0.009729862213134766,
10454,10252,202,0.00964498519897461,
10454,10252,202,0.011586904525756836,
10454,10252,202,0.010931968688964844,
10454,10252,202,0.014353036880493164,
10454,10252,202,0.011382818222045898,
10454,10252,202,0.013529062271118164,
10454,10252,202,0.014683008193969727,
10454,10252,202,0.0136871337890625,
10454,10252,202,0.009504079818725586,
10454,10252,202,0.0292508602142334,
10454,10252,202,0.020280122756958008,
10454,10252,202,0.011842012405395508,
10454,10252,202,0.011088132858276367,
10454,10252,202,0.010689020156860352,
10454,10252,202,0.01088404655456543,
10454,10252,202,0.013149023056030273,
10454,10252,202,0.008952140808105469,
10454,10252,202,0.013196945190429688,
10454,10252,202,0.011059999465942383,
10454,10252,202,0.01241302490234375,
10454,10252,202,0.017109155654907227,
10454,10252,202,0.008323907852172852,
10454,10252,202,0.008008003234863281,
10454,10252,202,0.01285696029663086,
10454,10252,202,0.010891914367675781,
10454,10252,202,0.012578010559082031,
10454,10252,202,0.012145042419433594,
10454,10252,202,0.008989095687866211,
10454,10252,202,0.008355855941772461,
10454,10252,202,0.019134998321533203,
10454,10252,202,0.012251138687133789,
10454,10252,202,0.011580944061279297,
10454,10252,202,0.013948917388916016,
10454,10252,202,0.010921001434326172,
10454,10252,202,0.013674020767211914,
10454,10252,202,0.014637947082519531,
10454,10252,202,0.014434099197387695,
10454,10252,202,0.012439966201782227,
10454,10252,202,0.01328587532043457,
10454,10252,202,0.011279106140136719,
10454,10252,202,0.011833906173706055,
10454,10252,202,0.016231060028076172,
10454,10252,202,0.014059066772460938,
10454,10252,202,0.014966964721679688,
10454,10252,202,0.01099395751953125,
10454,10252,202,0.018426895141601562,
10454,10252,202,0.012547016143798828,
10454,10252,202,0.013509988784790039,
10454,10252,202,0.011183977127075195,
10454,10252,202,0.02544403076171875,
10454,10252,202,0.012003898620605469,
10454,10252,202,0.014465093612670898,
10454,10252,202,0.017100095748901367,
10454,10252,202,0.0177609920501709,
10454,10252,202,0.012993097305297852,
10454,10252,202,0.013724803924560547,
10454,10252,202,0.011761188507080078,
10454,10252,202,0.01250004768371582,
10454,10252,202,0.009346961975097656,
10454,10252,202,0.009966850280761719,
10454,10252,202,0.015373945236206055,
10454,10252,202,0.020689964294433594,
10454,10252,202,0.015357017517089844,
10454,10252,202,0.01323699951171875,
10454,10252,202,0.024204015731811523,
10454,10252,202,0.01285099983215332,
10454,10252,202,0.016640901565551758,
10454,10252,202,0.014719009399414062,
10454,10252,202,0.03300285339355469,
10454,10252,202,0.01610589027404785,
10454,10252,202,0.01123189926147461,
10454,10252,202,0.016791820526123047,
10454,10252,202,0.01463007926940918,
10454,10252,202,0.01552581787109375,
10454,10252,202,0.014322996139526367,
10454,10252,202,0.013561010360717773,
10454,10252,202,0.014215946197509766,
10454,10252,202,0.014019012451171875,
10454,10252,202,0.010939836502075195,
10454,10252,202,0.016839027404785156,
10454,10252,202,0.016983985900878906,
10454,10252,202,0.012274980545043945,
10454,10252,202,0.011735916137695312,
10454,10252,202,0.013087987899780273,
10454,10252,202,0.011966943740844727,
10454,10252,202,0.013267040252685547,
10454,10252,202,0.010159015655517578,
10454,10252,202,0.019058942794799805,
10454,10252,202,0.010144948959350586,
10454,10252,202,0.012814998626708984,
10454,10252,202,0.01297307014465332,
10454,10252,202,0.014597892761230469,
10454,10252,202,0.015117883682250977,
10454,10252,202,0.016859054565429688,
10454,10252,202,0.010179996490478516,
10454,10252,202,0.011015176773071289,
10454,10252,202,0.01996898651123047,
10454,10252,202,0.012396097183227539,
10454,10252,202,0.009428024291992188,
10454,10252,202,0.016516923904418945,
10454,10252,202,0.01031494140625,
10454,10252,202,0.018580198287963867,
10454,10252,202,0.01263117790222168,
10454,10252,202,0.010741949081420898,
10454,10252,202,0.016112089157104492,
10454,10252,202,0.011246204376220703,
10454,10252,202,0.028599023818969727,
10454,10252,202,0.0197451114654541,
10454,10252,202,0.01007699966430664,
10454,10252,202,0.017940998077392578,
10454,10252,202,0.022222042083740234,
10454,10252,202,0.011670827865600586,
10454,10252,202,0.013150930404663086,
10454,10252,202,0.01580500602722168,
10454,10252,202,0.01891613006591797,
10454,10252,202,0.01835489273071289,
10454,10252,202,0.014913082122802734,
10454,10252,202,0.0211179256439209,
10454,10252,202,0.050599098205566406,
10454,10252,202,0.04865384101867676,
10454,10252,202,0.034852027893066406,
10454,10252,202,0.03649091720581055,
10454,10252,202,0.017431974411010742,
10454,10252,202,0.018762826919555664,
10454,10252,202,0.009989023208618164,
10454,10252,202,0.012897014617919922,
10454,10252,202,0.018832921981811523,
10454,10252,202,0.021537065505981445,
10454,10252,202,0.018815994262695312,
10454,10252,202,0.011152982711791992,
10454,10252,202,0.016746997833251953,
10454,10252,202,0.01209115982055664,
10454,10252,202,0.019449949264526367,
10454,10252,202,0.019418954849243164,
10454,10252,202,0.038619041442871094,
10454,10252,202,0.02613210678100586,
10454,10252,202,0.024858951568603516,
10454,10252,202,0.016646146774291992,
10454,10252,202,0.021251916885375977,
10454,10252,202,0.10031700134277344,
10454,10252,202,0.028614044189453125,
10454,10252,202,0.022279024124145508,
10454,10252,202,0.04104804992675781,
10454,10252,202,0.11028599739074707,
10454,10252,202,0.051299095153808594,
10454,10252,202,0.06908297538757324,
10454,10252,202,0.052475929260253906,
10454,10252,202,0.04534912109375,
10454,10252,202,0.05024600028991699,
10454,10252,202,0.050891876220703125,
10454,10252,202,0.06389904022216797,
10454,10252,202,0.09480500221252441,
10454,10252,202,0.06995201110839844,
10454,10252,202,0.048291921615600586,
10454,10252,202,0.04825901985168457,
10454,10252,202,0.0899350643157959,
10454,10252,202,0.07759308815002441,
10454,10252,202,0.059912919998168945,
10454,10252,202,0.059803009033203125,
10454,10252,202,0.04260587692260742,
10454,10252,202,0.02339911460876465,
10454,10252,202,0.034461021423339844,
10454,10252,202,0.019852876663208008,
10454,10252,202,0.03240203857421875,
10454,10252,202,0.07773184776306152,
10454,10252,202,0.05908012390136719,
10454,10252,202,0.04454493522644043,
10454,10252,202,0.04492497444152832,
10454,10252,202,0.08004999160766602,
10454,10252,202,0.05041217803955078,
10454,10252,202,0.08204317092895508,
10454,10252,202,0.07803702354431152,
10454,10252,202,0.0332028865814209,
10454,10252,202,0.030426979064941406,
10454,10252,202,0.036186933517456055,
10454,10252,202,0.034005165100097656,
10454,10252,202,0.0846719741821289,
10454,10252,202,0.08510208129882812,
10454,10252,202,0.08198285102844238,
10454,10252,202,0.04734683036804199,
10454,10252,202,0.030287981033325195,
10454,10252,202,0.021713972091674805,
10454,10252,202,0.017177104949951172,
10454,10252,202,0.023910045623779297,
10454,10252,202,0.015600919723510742,
10454,10252,202,0.011636018753051758,
10454,10252,202,0.011844873428344727,
10454,10252,202,0.009567022323608398,
10454,10252,202,0.01063680648803711,
10454,10252,202,0.010775089263916016,
10454,10252,202,0.01111602783203125,
10454,10252,202,0.014159202575683594,
10454,10252,202,0.018477916717529297,
10454,10252,202,0.014493942260742188,
10454,10252,202,0.016788959503173828,
10454,10252,202,0.011752128601074219,
10454,10252,202,0.009230852127075195,
10454,10252,202,0.012774944305419922,
10454,10252,202,0.009222030639648438,
10454,10252,202,0.009876012802124023,
10454,10252,202,0.010377883911132812,
10454,10252,202,0.011546850204467773,
10454,10252,202,0.009356021881103516,
10454,10252,202,0.013136148452758789,
10454,10252,202,0.01152491569519043,
10454,10252,202,0.009396076202392578,
10454,10252,202,0.022497892379760742,
10454,10252,202,0.011873960494995117,
10454,10252,202,0.01213216781616211,
10454,10252,202,0.00879979133605957,
10454,10252,202,0.01099085807800293,
10454,10252,202,0.010103940963745117,
10454,10252,202,0.013293027877807617,
10454,10252,202,0.011958837509155273,
10454,10252,202,0.013739824295043945,
10454,10252,202,0.017398834228515625,
10454,10252,202,0.013993024826049805,
10454,10252,202,0.008443117141723633,
10454,10252,202,0.01449894905090332,
10454,10252,202,0.010498046875,
10454,10252,202,0.012198925018310547,
10454,10252,202,0.012551069259643555,
10454,10252,202,0.009417057037353516,
10454,10252,202,0.01543116569519043,
10454,10252,202,0.008496999740600586,
10454,10252,202,0.009366035461425781,
10454,10252,202,0.011757135391235352,
10454,10252,202,0.009021997451782227,
10454,10252,202,0.00951385498046875,
10454,10252,202,0.010174989700317383,
10454,10252,202,0.010370016098022461,
10454,10252,202,0.012009859085083008,
10454,10252,202,0.016402006149291992,
10454,10252,202,0.009829998016357422,
10454,10252,202,0.016933202743530273,
10454,10252,202,0.012423992156982422,
10454,10252,202,0.010874032974243164,
10454,10252,202,0.008273839950561523,
10454,10252,202,0.014867067337036133,
10454,10252,202,0.01091909408569336,
10454,10252,202,0.015111923217773438,
10454,10252,202,0.01369786262512207,
10454,10252,202,0.013473987579345703,
10454,10252,202,0.014078140258789062,
10454,10252,202,0.00981283187866211,
10454,10252,202,0.00978708267211914,
10454,10252,202,0.013170003890991211,
10454,10252,202,0.0115509033203125,
10454,10252,202,0.013197898864746094,
10454,10252,202,0.01013493537902832,
10454,10252,202,0.01609492301940918,
10454,10252,202,0.01129293441772461,
10454,10252,202,0.01291799545288086,
10454,10252,202,0.01649308204650879,
10454,10252,202,0.009825944900512695,
10454,10252,202,0.011118888854980469,
10454,10252,202,0.009752988815307617,
10454,10252,202,0.009485006332397461,
10454,10252,202,0.012765884399414062,
